[(1,'https://s-media-cache-ak0.pinimg.com/736x/7e/f2/6e/7ef26ecdbb37c83ace1ec3b2472688e6.jpg','https://www.pinterest.com/pin/189714203028631549','189714203028631549','faux floor tile'),
(77,'http://2.bp.blogspot.com/-0XZ5aA4e2qg/VLRgZLVn5kI/AAAAAAAAASU/dXGuvaDOKc8/s1600/travertine%25252Blook%25252Bporcelain%25252Btiles%25252Bsydney.JPG','http://floor-wall-bathroom-tiles-sydney.blogspot.com','floor wall bathroom tiles sydney.blogspot.com','faux floor tile'),
(78,'http://www.chrislovesjulia.com/wp-content/uploads/2014/03/IMG_2121.jpg','http://www.chrislovesjulia.com/2014/03/faux-wood-tile-the-after-photos.html','faux wood tile the after photos.html','faux floor tile'),
(79,'http://cdn.instructables.com/FJH/3N41/GI0TK5K7/FJH3N41GI0TK5K7.LARGE.jpg','http://www.instructables.com/id/Faux-Marble-Flooring','Faux Marble Flooring','faux floor tile'),
(80,'http://i00.i.aliimg.com/photo/v1/60016396718/glazed_rustic_matel_faux_marble_tile_floor.jpg','http://lcsmart.en.alibaba.com/product/60016396718-222168369/glazed_rustic_matel_faux_marble_tile_floor_tiles_cheapest_floor_tile.html','glazed_rustic_matel_faux_marble_tile_floor_tiles_cheapest_floor_tile.html','faux floor tile'),
(81,'http://www.issteh.com/wp-content/uploads/2014/11/faux-wood-flooring-with-faux-wood-floor-with-porch-inset-scenic-paint-on-linolium-on-floor.JPG','http://www.issteh.com/4267/faux-wood-flooring/faux-wood-flooring-with-faux-wood-tile-floors-on-floor','faux wood flooring with faux wood tile floors on floor','faux floor tile'),
(82,'http://3.bp.blogspot.com/-QUIKiHm5R2Q/U15td3UwZcI/AAAAAAAAEPg/pecd0Ae4Cs8/s1600/faux%252Bwood%252Bfloor%252Btiles%252Brustic%252Bbay.jpg','http://www.restorationbeauty.com/2014/04/faux-wood-tile-flooring-in-kitchen.html','faux wood tile flooring in kitchen.html','faux floor tile'),
(83,'https://farm8.staticflickr.com/7117/7630988224_68ea8d731f.jpg','https://www.flickr.com/photos/shutterin_sharon/7630988224','7630988224','faux floor tile'),
(84,'http://www.zhibocc.com/wp-content/uploads/2014/08/neat-for-achieving-realistic-faux-wood-tile-wood-tile-flooring-patterns-for-your-home-1024x682.jpg','http://www.zhibocc.com/wood-tile-flooring-patterns-for-your-home/neat-for-achieving-realistic-faux-wood-tile','neat for achieving realistic faux wood tile','faux floor tile'),
(85,'http://rolemodelmovement.com/i/2014/10/home-design-floor-tile-porcelain-stoneware-imitation-parquet-eco-dream-fascinating-imitation-wood-flooring-decoration-inspirations-faux-wood-flooring-for-photography-imitation-wooden-915x814.jpg','http://rolemodelmovement.com/fascinating-imitation-wood-flooring-inspirations/floor-tile-porcelain-stoneware-imitation-parquet-eco-dream','floor tile porcelain stoneware imitation parquet eco dream','faux floor tile'),
(86,'http://urumix.com/images/2013/04/kitchen-tile-ideas-2764x1640-new-brick-tiles-for-spring-news-from-inglenook-tile-urumix.com.jpg','http://www.inavyn.org/tag/ceramic-tile-faux-wallpaper','ceramic tile faux wallpaper','faux floor tile'),
(87,'http://www.reutterporcelain.com/images/WM34737_750.jpg','http://www.reutterporcelain.com/worldmodel/black-faux-marble-floor-tile-pack-wm34737.asp','black faux marble floor tile pack wm34737.asp','faux floor tile'),
(88,'http://www.homeplusdecor.com/wp-content/uploads/2014/02/kitchen-crazy-simple-kitchen-floor-inspiration-with-brilliant-wooden-flooring-casual-tile-patterns-inspiration-for-dazzling-kitchen-floor.jpg','http://imgkid.com/wood-flooring-pattern-layout.shtml','wood flooring pattern layout.shtml','faux floor tile'),
(89,'http://www.tigermountaintile.com/wp-content/uploads/2013/02/Wood-plank-floor-tile-in-Seattle-Phinney-Ridge-crop.jpg','http://www.tigermountaintile.com/2013/02/18/wood-plank-tile-floors','wood plank tile floors','faux floor tile'),
(90,'http://archiehome.info/wp-content/uploads/2014/12/kitchen-floor-tile-ideas-8.jpg','http://archiehome.info/kitchen-floor-tile-ideas-2','kitchen floor tile ideas 2','faux floor tile'),
(91,'http://versehead.com/wp-content/uploads/furniture-luxury-white-faux-sheepskin-rug-with-cherry-wood-tile-floor-for-classic-faux-sheepskin-rug-ideal-magnificent-faux-sheepskin-rug.jpg','http://versehead.com/magnificent-faux-sheepskin-rug/luxury-white-faux-sheepskin-rug-with-cherry-wood-tile-floor-for-classic-faux-sheepskin-rug-ideal','luxury white faux sheepskin rug with cherry wood tile floor for classic faux sheepskin rug ideal','faux floor tile'),
(92,'http://www.concreteveneers.com/images/End-Fireplace.jpg','http://www.concreteveneers.com/marcell.htm','marcell.htm','faux floor tile'),
(93,'http://www.issteh.com/wp-content/uploads/2014/11/faux-wood-flooring-with-faux-wood-plank-floors-using-brown-paper-on-floor.jpg','http://www.issteh.com/4267/faux-wood-flooring/faux-wood-flooring-with-faux-wood-floor-tiles-http-feelthehome-com-tag-faux-wood-ceramic-on-floor','faux wood flooring with faux wood floor tiles http feelthehome com tag faux wood ceramic on floor','faux floor tile'),
(94,'http://learn.builddirect.com/wp-content/uploads/2013/06/install-outdoor-tile.jpg','http://learn.builddirect.com/flooring/porcelain-ceramic-tile/buying-help-porcelain-ceramic-tile/porcelain-ceramic-tile','porcelain ceramic tile','faux floor tile'),
(95,'http://www.miconstruguia.com/wp-content/uploads/2014/10/0434PT.jpg','http://www.proconstructionguide.com/floor-tile','floor tile','faux floor tile'),
